aammes,titulo,url,status_http,formato,coletado_em
202208,HTMLAgosto - Custo da cesta básica diminuiu em 16 capitais,https://www.dieese.org.br/analisecestabasica/2022/202208cestabasica.pdf,200,pdf,"2026-09-18 05:31:02 (recuperado, já existia no disco)"
202207,HTMLJulho - Preços dos produtos  In natura reduzem custo da cesta,https://www.dieese.org.br/analisecestabasica/2022/202207cestabasica.pdf,200,pdf,"2026-09-18 05:31:13 (recuperado, já existia no disco)"
202206,HTMLJunho - Custo da cesta aumentou em nove capitais,https://www.dieese.org.br/analisecestabasica/2022/202206cestabasica.pdf,200,pdf,"2026-09-18 05:31:24 (recuperado, já existia no disco)"
202205,HTMLMaio - Preço do tomate contribui para queda no custo da cesta na maioria das cidades pesquisadas,https://www.dieese.org.br/analisecestabasica/2022/202205cestabasica.pdf,200,pdf,"2026-09-18 05:31:35 (recuperado, já existia no disco)"
202204,"HTMLAbril - Pelo segundo mês consecutivo, valor da cesta básica aumenta em todas as capitais",https://www.dieese.org.br/analisecestabasica/2022/202204cestabasica.pdf,200,pdf,"2026-09-18 05:31:46 (recuperado, já existia no disco)"
202203,HTMLMarço - Pesquisa Nacional da Cesta Básica de Alimentos,https://www.dieese.org.br/analisecestabasica/2022/202203cestabasica.pdf,200,pdf,"2026-09-18 05:31:57 (recuperado, já existia no disco)"
202202,HTMLFevereiro - Pesquisa Nacional da Cesta Básica de Alimentos,https://www.dieese.org.br/analisecestabasica/2022/202202cestabasica.pdf,200,pdf,"2026-09-18 05:32:09 (recuperado, já existia no disco)"
202201,HTMLJaneiro - Pesquisa Nacional da Cesta Básica de Alimentos,https://www.dieese.org.br/analisecestabasica/2022/202201cestabasica.pdf,200,pdf,"2026-09-18 05:32:20 (recuperado, já existia no disco)"
202112,HTMLDezembro - Pesquisa Nacional da Cesta Básica de Alimentos,https://www.dieese.org.br/analisecestabasica/2021/202112cestabasica.pdf,200,pdf,"2026-09-18 05:32:31 (recuperado, já existia no disco)"
202111,HTMLNovembro - Pesquisa Nacional da Cesta Básica de Alimentos,https://www.dieese.org.br/analisecestabasica/2021/202111cestabasica.pdf,200,pdf,"2026-09-18 05:32:42 (recuperado, já existia no disco)"
202110,HTMLOutubro - Pesquisa Nacional da Cesta Básica de Alimentos,https://www.dieese.org.br/analisecestabasica/2021/202110cestabasica.pdf,200,pdf,"2026-09-18 05:32:53 (recuperado, já existia no disco)"
202109,HTMLSetembro - Pesquisa Nacional da Cesta Básica de Alimentos,https://www.dieese.org.br/analisecestabasica/2021/202109cestabasica.pdf,200,pdf,"2026-09-18 05:33:03 (recuperado, já existia no disco)"
202108,HTMLAgosto - Pesquisa Nacional da Cesta Básica de Alimentos,https://www.dieese.org.br/analisecestabasica/2021/202108cestabasica.pdf,200,pdf,"2026-09-18 05:33:15 (recuperado, já existia no disco)"
202107,HTMLJulho - Pesquisa Nacional da Cesta Básica de Alimentos,https://www.dieese.org.br/analisecestabasica/2021/202107cestabasica.pdf,200,pdf,"2026-09-18 05:33:26 (recuperado, já existia no disco)"
202106,HTMLJunho - Pesquisa Nacional da Cesta Básica de Alimentos,https://www.dieese.org.br/analisecestabasica/2021/202106cestabasica.pdf,200,pdf,"2026-09-18 05:33:37 (recuperado, já existia no disco)"
202105,HTMLMaio - Pesquisa Nacional da Cesta Básica de Alimentos,https://www.dieese.org.br/analisecestabasica/2021/202105cestabasica.pdf,200,pdf,"2026-09-18 05:33:48 (recuperado, já existia no disco)"
202104,HTMLAbril - Pesquisa Nacional da Cesta Básica de Alimentos,https://www.dieese.org.br/analisecestabasica/2021/202104cestabasica.pdf,200,pdf,"2026-09-18 05:33:59 (recuperado, já existia no disco)"
202103,HTMLMarço - Pesquisa Nacional da Cesta Básica de Alimentos,https://www.dieese.org.br/analisecestabasica/2021/202103cestabasica.pdf,200,pdf,"2026-09-18 05:34:10 (recuperado, já existia no disco)"
202102,HTMLFevereiro - Pesquisa Nacional da Cesta Básica de Alimentos,https://www.dieese.org.br/analisecestabasica/2021/202102cestabasica.pdf,200,pdf,"2026-09-18 05:34:21 (recuperado, já existia no disco)"
202101,HTMLJaneiro - Pesquisa Nacional da Cesta Básica de Alimentos,https://www.dieese.org.br/analisecestabasica/2021/202101cestabasica.pdf,200,pdf,"2026-09-18 05:34:32 (recuperado, já existia no disco)"
202012,HTMLDezembro - Tomada especial de preços de dezembro de 2020 e do ano de 2020,https://www.dieese.org.br/analisecestabasica/2020/202012cestabasica.pdf,200,pdf,"2026-09-18 05:34:44 (recuperado, já existia no disco)"
202011,HTMLNovembro - Tomada especial de preços de novembro de 2020,https://www.dieese.org.br/analisecestabasica/2020/202011cestabasica.pdf,200,pdf,"2026-09-18 05:34:55 (recuperado, já existia no disco)"
202010,HTMLOutubro - Tomada especial de preços de outubro de 2020,https://www.dieese.org.br/analisecestabasica/2020/202010cestabasica.pdf,200,pdf,"2026-09-18 05:35:06 (recuperado, já existia no disco)"
202009,HTMLSetembro - Tomada especial de preços de setembro de 2020,https://www.dieese.org.br/analisecestabasica/2020/202009cestabasica.pdf,200,pdf,"2026-09-18 05:35:17 (recuperado, já existia no disco)"
202008,HTMLAgosto - Tomada especial de preços de agosto de 2020,https://www.dieese.org.br/analisecestabasica/2020/202008cestabasica.pdf,200,pdf,"2026-09-18 05:35:28 (recuperado, já existia no disco)"
202007,HTMLJulho - Tomada especial de preços de julho de 2020,https://www.dieese.org.br/analisecestabasica/2020/202007cestabasica.pdf,200,pdf,"2026-09-18 05:35:39 (recuperado, já existia no disco)"
202006,HTMLJunho - Tomada especial de preços de junho de 2020,https://www.dieese.org.br/analisecestabasica/2020/202006cestabasica.pdf,200,pdf,"2026-09-18 05:35:50 (recuperado, já existia no disco)"
202005,HTMLMaio - Tomada especial de preços de maio de 2020,https://www.dieese.org.br/analisecestabasica/2020/202005cestabasica.pdf,200,pdf,2026-09-18 05:41:11
202004,HTMLAbril - Tomada especial de preços de abril de 2020,https://www.dieese.org.br/analisecestabasica/2020/202004cestabasica.pdf,200,pdf,2026-09-18 05:41:22
202003,HTMLMarço - Custo da cesta básica aumenta em 15 capitais,https://www.dieese.org.br/analisecestabasica/2020/202003cestabasica.pdf,200,pdf,2026-09-18 05:41:33
202002,HTMLFevereiro - Custo da cesta básica aumenta em 10 capitais,https://www.dieese.org.br/analisecestabasica/2020/202002cestabasica.pdf,200,pdf,2026-09-18 05:41:43
202001,HTMLJaneiro - Custo da cesta básica aumenta em 11 capitais,https://www.dieese.org.br/analisecestabasica/2020/202001cestabasica.pdf,200,pdf,2026-09-18 05:41:54
201912,HTMLDezembro - Valor da cesta básica aumenta em praticamente todas as capitais em 2019,https://www.dieese.org.br/analisecestabasica/2019/201912cestabasica.pdf,200,pdf,2026-09-18 05:42:06
201911,HTMLNovembro - Preço da carne sobe em todas as capitais pesquisadas,https://www.dieese.org.br/analisecestabasica/2019/201911cestabasica.pdf,200,pdf,2026-09-18 05:42:17
201910,HTMLOutubro - Variação da cesta tem comportamento distinto entre as capitais,https://www.dieese.org.br/analisecestabasica/2019/201910cestabasica.pdf,200,pdf,2026-09-18 05:42:28
201909,HTMLSetembro - Custo da cesta diminui em 16 capitais,https://www.dieese.org.br/analisecestabasica/2019/201909cestabasica.pdf,200,pdf,2026-09-18 05:42:39
201908,"HTMLAgosto - Pelo segundo mês consecutivo, custo da cesta diminui em todas as capitais",https://www.dieese.org.br/analisecestabasica/2019/201908cestabasica.pdf,200,pdf,2026-09-18 05:42:50
201907,HTMLJulho - Custo da cesta diminui em todas as capitais,https://www.dieese.org.br/analisecestabasica/2019/201907cestabasica.pdf,200,pdf,2026-09-18 05:43:01
201906,HTMLJunho - Custo da cesta tem comportamento diferente entre as capitais,https://www.dieese.org.br/analisecestabasica/2019/201906cestabasica.pdf,200,pdf,2026-09-18 05:43:11
201905,HTMLMaio - Custo da cesta básica diminuiu em 13 capitais,https://www.dieese.org.br/analisecestabasica/2019/201905cestabasica.pdf,200,pdf,2026-09-18 05:43:22
201904,"HTMLAbril - Pelo segundo mês consecutivo, custo da cesta básica aumenta em todas as capitais",https://www.dieese.org.br/analisecestabasica/2019/201904cestabasica.pdf,200,pdf,2026-09-18 05:43:33
201903,HTMLMarço - Custo da cesta básica aumenta em todas as capitais em março,https://www.dieese.org.br/analisecestabasica/2019/201903cestabasica.pdf,200,pdf,2026-09-18 05:43:44
201902,HTMLFevereiro - Custo da cesta básica aumenta em 17 capitais,https://www.dieese.org.br/analisecestabasica/2019/201902cestabasica.pdf,200,pdf,2026-09-18 05:43:55
201901,HTMLJaneiro - Custo da cesta básica aumenta em nove e diminui em outras nove capitais,https://www.dieese.org.br/analisecestabasica/2019/201901cestabasica.pdf,200,pdf,2026-09-18 05:44:06
201812,HTMLDezembro - Valor da cesta básica aumenta em todas as capitais em 2018,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201812.html,200,html,2026-09-18 05:44:17
201811,HTMLNovembro - Custo da cesta básica aumenta na maior parte das capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201811.html,200,html,2026-09-18 05:44:27
201810,HTMLOutubro - Preços do tomate e da batata elevam custo da cesta básica na maior parte das capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201810.html,200,html,2026-09-18 05:44:38
201809,HTMLSetembro - Preço da cesta básica apresenta comportamento diversificado nas capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201809.html,200,html,2026-09-18 05:44:48
201808,HTMLAgosto - Preço da cesta básica diminui na maior parte das capitais pelo segundo mês consecutivo,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201808.html,200,html,2026-09-18 05:44:59
201807,HTMLJulho - O custo da cesta básica diminuiu em 19 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201807.html,200,html,2026-09-18 05:45:09
201806,HTMLJunho - Custo da cesta básica aumenta pelo segundo mês consecutivo,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201806.html,200,html,2026-09-18 05:45:20
201805,HTMLMaio - Custo da cesta básica aumentou em 18 cidades,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201805.html,200,html,2026-09-18 05:45:31
201804,"HTMLAbril - Em abril, custo da cesta básica diminui em 16 capitais",https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201804.html,200,html,2026-09-18 05:45:41
201803,"HTMLMarço - Em março, custo da cesta básica fica menor em 12 capitais",https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201803.html,200,html,2026-09-18 05:45:52
201802,HTMLFevereiro - Cesta básica tem retração em 13 de 20 capitais pesquisadas,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201802.html,200,html,2026-09-18 05:46:03
201801,HTMLJaneiro - Custo da cesta básica aumentou nas 20 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201801.html,200,html,2026-09-18 05:46:13
201712,HTMLDezembro - Valor da cesta básica diminui em todas as capitais em 2017,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201712.html,200,html,2026-09-18 05:46:24
201711,HTMLNovembro - Custo da cesta básica diminuiu em 17 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201711.html,200,html,2026-09-18 05:46:35
201710,HTMLOutubro - Custo da cesta básica tem comportamento diversificado em outubro,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201710.html,200,html,2026-09-18 05:46:45
201709,HTMLSetembro - Custo da cesta básica segue em queda nas capitais pesquisadas,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201709.html,200,html,2026-09-18 05:46:56
201708,HTMLAgosto - Custo da cesta básica diminuiu na maior parte das capitais pesquisadas,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201708.html,200,html,2026-09-18 05:47:07
201707,HTMLJulho - Custo da cesta básica tem comportamento diferenciado nas capitais do país,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201707.html,200,html,2026-09-18 05:47:17
201706,HTMLJunho - Custo da cesta básica diminuiu em 23 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201706.html,200,html,2026-09-18 05:47:28
201705,HTMLMaio - Custo da cesta básica tem comportamento diversificado nas capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201705.html,200,html,2026-09-18 05:47:39
201704,HTMLAbril - Custo da cesta básica sobe em todas as capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201704.html,200,html,2026-09-18 05:47:49
201703,HTMLMarço - Custo da cesta básica sobe em 20 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201703.html,200,html,2026-09-18 05:48:00
201702,HTMLFevereiro - Custo da cesta básica diminui na maioria das capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201702.html,200,html,2026-09-18 05:48:11
201701,HTMLJaneiro - Custo da cesta básica recuou em 20 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201701.html,200,html,2026-09-18 05:48:21
201612,HTMLdez - Valor da cesta básica aumenta em todas as capitais em 2016,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201612.html,200,html,2026-09-18 05:48:32
201611,HTMLnov - Custo da cesta básica recua em 25 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201611.html,200,html,2026-09-18 05:48:42
201610,HTMLout - Custo da cesta básica tem alta em 13 capitais e redução em 14,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201610.html,200,html,2026-09-18 05:48:53
201609,HTMLset - Custo da Cesta Básica tem comportamento diferenciado nas capitais pesquisadas,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201609.html,200,html,2026-09-18 05:49:03
201608,HTMLago - Custo da cesta básica aumenta na maior parte das capitais do Brasil,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201608.html,200,html,2026-09-18 05:49:14
201607,"HTMLjul - Pelo segundo mês consecutivo, feijão, manteiga e leite elevam o custo da cesta básica",https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201607.html,200,html,2026-09-18 05:49:25
201606,"HTMLjun - Feijão, manteiga e leite elevam o custo da cesta básica",https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201606.html,200,html,2026-09-18 05:49:35
201605,HTMLmai - Custo da Cesta Básica aumenta em 17 cidades,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201605.html,200,html,2026-09-18 05:49:46
201604,HTMLabr - 15 capitais apresentaram redução no custo da Cesta Básica,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201604.html,200,html,2026-09-18 05:49:57
201603,HTMLmar - Comportamento do custo da Cesta Básica se diferencia nas capitais do Brasil,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201603.html,200,html,2026-09-18 05:50:08
201602,HTMLfev - Custo da Cesta Básica oscila nas capitais do Brasil,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201602.html,200,html,2026-09-18 05:50:18
201601,HTMLjan - Custo da Cesta Básica aumenta em todas as cidades,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201601.html,200,html,2026-09-18 05:50:29
201512,HTMLdez - Valor da cesta básica aumenta em todas as capitais em 2015,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201512.html,200,html,2026-09-18 05:50:39
201511,HTMLnov - Custo da cesta básica aumenta em todas as cidades,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201511.html,200,html,2026-09-18 05:50:50
201510,HTMLout - Custo da Cesta básica tem comportamento diferenciado nas capitais pesquisadas,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201510.html,200,html,2026-09-18 05:51:01
201509,HTMLset - Cesta básica diminui em 13 cidades,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201509.html,200,html,2026-09-18 05:51:12
201508,HTMLago - Valor da cesta básica diminui em 15 cidades,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201508.html,200,html,2026-09-18 05:51:22
201507,HTMLjul - Conjunto de alimentos básicos tem queda em 11 cidades,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201507.html,200,html,2026-09-18 05:51:33
201506,HTMLjun - Preço da cesta básica diminui em quinze cidades,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201506.html,200,html,2026-09-18 05:51:44
201505,"HTMLmai - Pelo segundo mês consecutivo, o preço da cesta básica aumenta em 17 cidades",https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201505.html,200,html,2026-09-18 05:51:54
201504,HTMLabr - Preço da cesta básica aumenta em 17 cidades,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201504.html,200,html,2026-09-18 05:52:05
201503,HTMLmar - Preço da cesta básica aumenta em 13 cidades,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201503.html,200,html,2026-09-18 05:52:16
201502,HTMLfev - Cesta básica aumenta em 14 capitais,https://www.dieese.org.br/analisecestabasica/analiseCestaBasica201502.html,200,html,2026-09-18 05:52:26
